Number,Bin,Qmean,Qstd,dQmean,dQstd,n
402204,98,0.1360283099512244,0.0035217218996528854,0.01342464926857143,0.006634913151783662,14
402204,99,0.1252462747858735,0.0011993968873008462,0.0052511087647333365,0.00247431416644336,15
402204,100,0.12097852868708199,0.0011159275390326133,0.004379303062199987,0.0017380033089890946,5
402204,101,0.11708611991082951,0.001053276490206195,0.003548046462666667,8.87228816293776e-4,6
402204,102,0.11118226804977534,0.0015129466569051286,0.007048388098670586,0.0033971677025320893,17
402204,103,0.09981813915288042,8.267981570471511e-4,0.0029736008447777775,0.0013626792853818504,9
402204,104,0.09629632423191029,0.001030573991007598,0.004474883089450003,0.0021889525257813474,14
402204,105,0.09203493488208377,8.425663418415026e-4,0.006994720168887502,0.0028965454762583825,8
402204,106,0.09042473307520825,0.002338643408984278,0.017030623019966662,0.005100973938838141,3
402204,107,0.08089545934530094,7.129580295625876e-4,0.0027978880675800055,0.0011476184017041096,5
402204,108,0.08241581602722045,0.002668638701070002,0.011691657866966666,0.00541398643389824,9
402204,109,0.0765364308342133,0.001824651124630008,0.008920802534333333,0.004020551369485436,3
402204,110,0.07303883609057843,0.0011917341535697993,0.006994720168933335,0.0032040847738574905,3
402204,111,0.06897395283350932,0.0011510248455600931,0.004683421330540007,0.0020204482935688526,10
402204,112,0.06576557550158393,7.088925566342006e-4,0.007755015839474996,0.0027271909208352305,4
402204,113,0.05599247285625321,8.538147648293661e-4,0.0010527170822846165,4.816113478701935e-4,13
402204,114,0.04413498768039422,0.0016271929367421092,0.0029651531151000023,0.0012984520505943955,4
402206,1,4.172459016393443,0.1461904761904762,0.2815925058499997,0.12511475410000067,2
402206,2,3.9308300806661465,0.08483506632737485,0.5287868852433328,0.1494917988554951,3
402206,3,3.297667837626854,0.0648030284862189,0.3466791569075002,0.0958420454643461,4
402206,4,2.8187353629976584,0.04570172211609387,0.16074941451666658,0.04897921274125028,3
402206,5,2.7415092375748116,0.05469594914374494,0.3759063231866668,0.07847239639563937,3
402206,6,2.4622997658079626,0.0409804947036136,0.14447213115000013,0.06746902132987999,5
402206,7,2.3164773614363776,0.029793031482756586,0.13894145199,0.015402519564241872,4
402206,8,2.2228376268540204,0.016997521166493317,0.19379859484666692,0.043319400541852446,6
402206,9,2.107812256049961,0.025298646637470435,0.17553161592749994,0.03321551603624423,4
402206,10,2.0165625813166796,0.03138047281649014,0.15445433255000005,0.06273687296970676,3
402206,11,1.9411358313817333,0.02615428491917246,0.15614051522499994,0.04128864254625001,4
402206,12,1.8009270101483217,0.021822643402247387,0.12933021077250004,0.03127205974518127,4
402206,13,1.6640524980484,0.04369115358172187,0.16651053864249996,0.08180257261280145,8
402206,14,1.639137392661983,0.05206500156985612,0.23572833723749997,0.10437329982706607,4
402206,15,1.5178441321883946,0.013490412642081426,0.09363934426166665,0.02369402331023814,6
402206,16,1.5585948477751759,0.05880724549513982,0.2924964871199999,0.1105953032254708,3
402206,17,1.4309484777517565,0.011701054691318533,0.11072599531833328,0.023386758603174827,6
402206,18,1.3660956841753096,0.008407031696929017,0.09423352291571434,0.024841404419319525,7
402206,19,1.3229794431433777,0.009819380556411525,0.11083840749166665,0.016635179341977124,6
402206,20,1.2887150663544107,0.02212863112081512,0.11830257611400019,0.0469873975483821,5
402206,21,1.2573536299765808,0.011423207001284368,0.10683653395599986,0.02455730413520431,5
402206,22,1.2284554477528717,0.021983565901669142,0.11186617597999989,0.049149437264264545,7
402206,23,1.176811642689863,0.015327106776002257,0.09625694212285722,0.03830347488470978,7
402206,24,1.1163967882234862,0.008582137969144652,0.0760227500814285,0.01634232561382027,7
402206,25,1.0917213114754099,0.01312205720695087,0.0898735362975,0.02009011940161541,4
402206,26,1.0624476616279894,0.029848177657077413,0.12011752182227273,0.056239999370844944,11
402206,27,0.9945792349726776,0.009382726858814083,0.05908384074959989,0.014988788750801734,5
402206,28,0.9709035909445746,0.010573519244592043,0.06643559718974998,0.012910772321557424,4
402206,29,0.9266510538641686,0.0065637250673395604,0.052309133489555563,0.006292181778620308,9
402206,30,0.8821545667447308,0.005882122391455803,0.041704918033,0.009643497374537853,6
402206,31,0.8877771272443404,0.016425931022800096,0.08633255269274998,0.03437276927261543,4
402206,32,0.8454527712724434,0.00759536451057095,0.04906791569075003,0.020284213846929446,8
402206,33,0.8245013661202186,0.023150992480767026,0.09484777517612503,0.04712303096413909,8
402206,34,0.7875144418423108,0.018344641416038827,0.0852533957846,0.040685655618844435,5
402206,35,0.7577704918032787,0.022549622130232084,0.09240281030459999,0.042508394218488434,5
402206,36,0.7894691647150665,0.04046838407494141,0.19087587822049995,0.07688992974249997,2
402206,37,0.6789695550351289,0.009390755691805478,0.029002341920499997,0.009013746501465818,6
402206,38,0.661912568306011,0.008796038481992717,0.04468384074950003,0.01950610434380987,4
402206,39,0.6431654957064794,0.010387248416115233,0.0520468384075,0.023777075679332512,6
402206,40,0.6098594847775176,0.005350165376800799,0.01942482435559999,0.007921541897452544,5
402206,41,0.6008803885853067,0.003500029204546234,0.032674473067777765,0.00826906847420455,9
402206,42,0.5781576893052303,0.0052746473208833055,0.02077377049160002,0.005795760847843112,5
402206,43,0.5555815768930523,0.003408399487807538,0.017658931232818188,0.002861284099950414,11
402206,44,0.5347723132969034,0.0022693021253692254,0.017817330210749993,0.0030202839960053866,12
402206,45,0.5148645031783206,0.003214201803945235,0.015705587152857175,0.006408278929682439,7
402206,46,0.5138126463700234,0.005233817188719075,0.03426323184999999,0.009537058720178125,5
402206,47,0.5102648171500631,0.0147697012570766,0.0623628175103077,0.029718116922256302,13
402206,48,0.4637861046057768,0.0056353359336214276,0.017367681498750013,0.00865665009318124,4
402206,49,0.459053690693035,0.007245337211711869,0.030651053864222236,0.015071245843752934,9
402206,50,0.4473099141295863,0.004547077354561365,0.02509039812639998,0.008846659860257098,5
402206,51,0.43597814207650276,0.006584156952386075,0.02549508196710002,0.012674112895186765,10
402206,52,0.4145313557116836,0.009120055337832325,0.03475784543323332,0.016965353960482342,30
402206,53,0.3887002341920375,0.006613605093896327,0.026844028103000014,0.012562351347547398,10
402206,54,0.3857314597970336,0.009998789477488923,0.04249180327859997,0.020840017245679673,5
402206,55,0.3683276286554975,0.008885535362622465,0.035928661502461545,0.01696207943360919,26
402206,56,0.3437574811345303,0.0038961704404706235,0.019110070257499993,0.009001401203918591,6
402206,57,0.41024590163934427,0.04400858704137391,0.17232786885250007,0.08599531615950008,2
402206,58,0.32786971983693297,0.004915532492839593,0.019484777517666668,0.009680799740083738,9
402206,59,0.33476450689565446,0.01136832657572674,0.049911007026,0.023073814674131197,3
402206,60,0.3201209992193599,0.006085270034218921,0.02444964871200004,0.011882903058201147,4
402206,61,0.3294129586260734,0.011269579268997533,0.04910163934420001,0.02201036186124565,5
402206,62,0.31244925839188137,0.005517313990535267,0.024618266979000006,0.011156023773382236,4
402206,63,0.3076736924277908,0.00582326313711621,0.029002341920666676,0.011727559064919001,3
