station_id,a,a_std,b,b_std,n,r2,Qmin,Qavg,Qmax,S,Smin,Smax
405240,-0.7446581367940928,0.07662966655523668,1.4730022702346746,0.04556377989156812,254,0.96,0.0020686938211777932,0.21652569179430137,7.105748092469382,11.076438049004338,-1.6302456501781404,9.44617840367517
410761,-1.2142173291080576,0.11297637225805594,1.5055538681293237,0.07479137848715622,386,0.95,0.007980254308673796,0.12438566577241027,2.9157507614557976,10.936216230668874,-1.8051013157320532,9.131114915456635
405245,-0.46191724557126423,0.07389483827656987,1.341103344442294,0.034189998342343916,442,0.94,0.0013166796151313793,0.20306969560675572,9.703567322055093,10.736087167376025,-0.8120925957465994,9.923992162674782
416003,-0.5176339127029292,0.024677896915952468,1.5991260022520482,0.02530622170683516,447,0.99,0.035164262447647095,0.2796473504571212,11.050356444855238,9.8724244621624635,-1.417770514129097,8.454653948047529
405212,-0.6057942099413071,0.08870634753568038,1.4048805760363638,0.047371858964354904,218,0.95,0.0074036066896551725,0.22007441337495345,6.921921009931035,9.57304906860605,-1.0847779429825495,8.488271221114617
406224,-1.064765533838683,0.12662591435613252,0.9259023264080011,0.04492872856923544,79,0.95,0.004009048199061238,0.14539724537520812,3.2399123020698717,9.537032160516377,-0.3331240193583079,9.203908143934779
410705,-0.541764134294926,0.04023864331858342,1.5097461434242898,0.024435771442814364,345,0.99,0.001974100641383172,0.13738501687490765,7.861800154588793,9.470468289695091,-1.1595180719625058,8.310950414460912
415245,-1.6400448842872513,0.12388304294091926,1.1213675962939216,0.05414728677294868,167,0.92,0.003685783332904138,0.1142078539037483,1.6754598134239718,9.191240916964661,-0.8293094528066819,8.361931464826512
410047,-1.1221360125154636,0.04886779674919475,1.5594355518943184,0.043478672033941436,482,0.96,0.02563527388095901,0.22349565632515467,2.546731378587256,9.136442807908827,-2.2150179114145727,6.921424896384847
408206,-0.7337506131146982,0.2619749832294025,1.3073378066092907,0.08501755702198702,197,0.92,0.0026467374717372674,0.09858573556014845,4.3675432471765285,8.299223625192804,-0.5549085543336558,7.744318398276823
