run,station_id,Snow,SM,SUZ,SLZ,S
run_01,401203,14.400917881690479,390.0350895084234,26.746714565921785,44.01201946103561,475.19474141707127
run_01,401208,0,456.04722020849005,29.67411280702818,237.97495040154516,723.6962834170633
run_01,401210,0,401.5626020919932,103.0772735779361,76.7985994803118,581.4384751502412
run_01,401212,16.572243334577095,317.65762140574554,92.93149329333359,60.45175143169356,487.61310946534974
run_01,401216,20.71945376952235,421.4016540085964,105.16655802400174,78.68722140732541,625.9748872094459
run_01,401217,12.37462587043743,458.1530623764319,40.234676935779305,41.75268651687137,552.51505169952
run_01,401220,0,476.78281594470343,31.338400742534503,17.328883526400766,525.4501002136387
run_01,402204,0,454.5280469632776,36.658495844272935,127.69187617276343,618.8784189803139
run_01,402206,0,499.6541765458402,99.73512237790247,157.9948037539594,757.384102677702
run_01,403214,0,512.1061754094015,67.76583101912,515.1365601667723,1095.0085665952938
run_01,403217,0,499.509861570507,63.39589094526598,16.944343932087794,579.8500964478608
run_01,403221,0,360.2056294469333,9.00557792000794,14.993569785814053,384.2047771527553
run_01,403226,0,482.52150074525315,45.85861005315414,23.40473609787809,551.7848468962853
run_01,403232,0,502.4360041741459,82.0428462878003,24.58047072646069,609.0593211884069
run_01,404207,0,473.71564419272624,22.099966959633214,6.369890372169036,502.1855015245285
run_01,405205,3.4571252702020416,394.48775451240886,59.93176229053665,262.60824565869876,720.4848877318464
run_01,405209,0,456.3545355931548,44.5060095072284,56.71759240315946,557.5781375035426
run_01,405212,0,371.96929342773245,16.800932712179847,144.12374107794284,532.8939672178551
run_01,405214,0,472.7423270262203,30.29335147824206,14.136594938210019,517.1722734426725
run_01,405215,20.792610566252502,359.94983791202867,58.0198723810293,30.886667863942392,469.64898872325284
run_01,405217,0,434.187188694517,18.313122062614916,24.927075048687303,477.4273858058192
run_01,405219,9.150660670181304,399.54028241001697,58.72627855960552,28.89052269728873,496.3077443370926
run_01,405226,0,244.75381428534186,9.939356557780137,35.18924960114765,289.88242044426966
run_01,405227,0,437.1002817181707,54.27529188994427,34.724944827799824,526.1005184359149
run_01,405228,0,328.4929189217218,9.174593953296366,10.322834460998557,347.9903473360167
run_01,405229,0,224.72330031968733,12.321152016502419,1.7299572524613434,238.77440958865108
run_01,405230,0,225.77767330717444,10.430065030923561,0.07516389751889027,236.2829022356169
run_01,405231,0,487.931825666733,20.034329183484797,25.46296036235729,533.4291152125751
run_01,405238,0,363.70521748389814,23.118458315559394,89.24964756658409,476.0733233660416
run_01,405240,0,308.9011165346187,11.74342897815194,6.113922347113974e-6,320.644551626693
run_01,405241,33.02768157831156,49.50612638196791,150.30540084999305,139.62436697753307,372.46357578780555
run_01,405245,0,269.8340868183476,25.355755620455326,150.36498217546105,445.554824614264
run_01,405248,0,230.98348414864185,8.959114175212521,66.68203266956478,306.62463099341915
run_01,405251,0,461.93343535373634,26.671701378391717,6.608373970190598,495.2135107023187
run_01,405264,6.994864388401505,467.50783779715687,73.76132822678156,38.42657506969438,586.6906054820344
run_01,405274,0,262.6691403124545,11.584559763266945,2.755114889519333,277.0088149652408
run_01,406214,0,440.421320129152,13.595189499861602,1.6578570157287984,455.67436664474235
run_01,406224,0,256.628399962,10.4919094510782,8.266576213129969e-5,267.1203920788403
run_01,406226,0,292.5259120110511,14.601362308871968,1.4395937198347566,308.5668680397578
run_01,406235,0,257.6916390228867,8.19842770529776,5.397152021435206,271.2872187496197
run_01,406250,0,446.477186552737,14.319761608566992,17.909645068704517,478.7065932300085
run_01,407214,0,410.0291991590883,27.092938038190777,45.35234902406013,482.4744862213392
run_01,407253,0,221.65390973454782,9.480119915495045,47.79718378227197,278.93121343231485
run_01,408202,0,302.38230983051153,15.860431421109833,90.5725480140641,408.81528926568546
run_01,408206,0,331.19873165821025,11.607631665115505,0.0011680277796798752,342.8075313511054
run_01,410033,8.151164581737127,402.7806482950885,10.354857645934672,9.767225907413827,431.0538964301741
run_01,410047,0,369.26966787137945,10.514701582644815,6.529795232681229,386.3141646867055
run_01,410061,0,449.5666171542598,22.741326784158126,136.52643677729253,608.8343807157105
run_01,410088,37.177100298784005,517.1128303920781,50.226474492433596,52.00839157438853,656.5247967576842
run_01,410156,0,196.0254955035455,10.664609637321668,19.29268303398031,225.98278817484749
run_01,410705,0,217.86254914548132,11.06221825589725,88.39962575183536,317.3243931532139
run_01,410730,31.99960540911707,441.87257721959935,47.645769675954924,38.37491140663892,559.8928637113103
run_01,410731,0.002741814912190174,382.85305975195877,13.292330323523673,3.670094794507757,399.8182266849024
run_01,410734,1.247446859569108,289.5886207700448,32.812018286146326,6.6563467868957344,330.30443270265596
run_01,410761,5.337957678540768,305.15369812517923,20.912256160384224,4.361971807307029,335.76588377141127
run_01,412029,0,256.7068502111373,19.297584149706328,4.167312860521019e-5,276.0044760339722
run_01,412066,0,319.36252396298624,8.701310575197585,2.279110269366532,330.34294480755034
run_01,415237,0,263.4369258756362,10.73487480376846,7.755789146596815e-5,274.1718782372961
run_01,415238,0,278.31125378202773,23.881963952828876,76.00715038170344,378.20036811656007
run_01,415245,0,331.1612348482539,7.438504959255636,2.900386711689334,341.5001265191989
run_01,416003,0,173.16508265976765,14.41244154437058,9.923943373041624,197.50146757717985
run_01,422202B,0,172.57613533446514,38.21085365821274,8.225760051220747e-5,210.78707125027842
run_01,422306A,0,221.42531975997449,56.91542871679391,2.049911372865365,280.3906598496338
run_01,422319B,0,92.54718128152375,18.119519005225598,29.590101264182984,140.25680155093232
run_01,422321B,0,331.7068595167784,80.39044235128569,78.61547433485379,490.7127762029179
run_01,422334A,0,208.45918425531556,37.35653584424006,1.1742635250300133,246.98998362458562
run_01,422338A,0,120.1079396147376,32.89813563365121,0.7153093748703561,153.72138462325915
run_01,422394A,0,294.82975339612864,19.14657064579599,18.544102685015325,332.52042672693995
run_01,A4260533,0,266.27136306774435,6.241688177795655,8.467186134799584e-4,272.5138979641535
run_02,401203,13.028930385446337,367.5200538395353,31.494449107298784,48.44287291450622,460.4863062467867
run_02,401208,0,459.78141329899876,38.780529815130166,264.38644544473533,762.9483885588643
run_02,401210,0,399.9395264174133,103.14923372564651,76.29472352457266,579.3834836676325
run_02,401212,43.39067412173622,314.03255487234077,85.96050496423118,72.0575430941681,515.4412770524763
run_02,401216,29.929212284418856,490.4320515194091,93.85844682760569,78.92570206855497,693.1454126999886
run_02,401217,6.698451744499901,456.5610777914324,43.61214809895868,39.2850491117391,546.15672674663
run_02,401220,0,481.7111176682244,31.05178713367591,17.117963811904346,529.8808686138046
run_02,402204,0,462.8811347168519,22.016517247397612,23.633641206723073,508.53129317097256
run_02,402206,0,499.9183824738952,102.84300261187822,152.13591356187126,754.8972986476447
run_02,403214,0,490.42128580120914,62.379878127561554,458.007857431037,1010.8090213598077
run_02,403217,0,501.70036245261207,67.43010792173384,14.44765003107234,583.5781204054183
run_02,403221,0,369.7345495402669,9.403142418730361,15.821388285043437,394.9590802440407
run_02,403226,0,484.1495657054738,46.52739164116346,20.555306960446558,551.2322643070838
run_02,403232,0,501.5040142298727,111.39864727131557,424.6264548545896,1037.529116355778
run_02,404207,0,471.4892082948376,25.381515459514752,41.85473851206033,538.7254622664127
run_02,405205,3.133735655420447,393.7237240041301,58.719967372891276,264.8486679288291,720.4260949612709
run_02,405209,0,449.1268255079533,42.18916047968064,55.867308365948986,547.1832943535829
run_02,405212,0,387.02901583870056,11.452278749076477,151.71301360861045,550.1943081963875
run_02,405214,0,466.4889674834018,26.86719353759412,17.592854102429147,510.94901512342506
run_02,405215,0,357.9282017940872,57.3056646676706,30.93250088386158,446.1663673456194
run_02,405217,0,440.55700219099236,14.064056313695644,23.133599894559868,477.7546583992479
run_02,405219,0,399.7750309902951,56.269832133902725,30.38064354894466,486.4255066731425
run_02,405226,0,248.93015929290726,22.335214122168566,0.0010977570517858445,271.26647117212764
run_02,405227,0,440.21875414902087,56.492872239584095,34.68037518427163,531.3920015728766
run_02,405228,0,322.7411008831643,12.419023989284725,3.85427772418158,339.0144025966306
run_02,405229,0,125.45835597447288,13.034620669133332,136.26466797541983,274.757644619026
run_02,405230,0,212.73132948728698,7.337345303836855,1.958508917107464e-8,220.06867481070893
run_02,405231,0,488.17430592201697,19.2238404857744,23.087282473632463,530.4854288814239
run_02,405238,0,372.35297510050634,10.47673976708397,8.078949975927376e-5,382.8297956570901
run_02,405240,0,341.0107297598439,7.920375122983916,3.4177803119352954e-7,348.93110522460586
run_02,405241,11.15093821564041,229.85022347075582,104.52928547578563,81.91000281115653,427.4404499733384
run_02,405245,0,311.46860895679924,18.889278102518645,1.133434555122873,331.4913216144407
run_02,405248,0,252.18144593257972,6.668353235633944,1.9858307092851638e-4,258.8499977512846
run_02,405251,0,461.5233395004311,16.049840605993523,11.421389330634598,488.9945694370592
run_02,405264,0,469.8960017498855,73.80861549389803,38.00999065613353,581.714607899917
run_02,405274,0,218.11210408844462,18.549157108280134,132.19429419086626,368.85555538759104
run_02,406214,0,420.2962091824687,15.309926006764332,1.378770337868459e-4,435.60627306626685
run_02,406224,0,251.12521241975048,12.126435675904403,54.325245209747386,317.5768933054023
run_02,406226,0,293.3161831146932,14.859109175081668,22.259465073651835,330.4347573634267
run_02,406235,0,238.6080507989492,19.7783108381985,99.5341579183092,357.92051955545685
run_02,406250,0,448.9765997583943,15.101087854058719,14.201525906297615,478.2792135187506
run_02,407214,0,409.08846131786044,10.671747911478384,7.277939353150689e-4,419.76093702327415
run_02,407253,0,236.79899054513533,8.827930233404636,1.5569964045894532e-4,245.6270764781804
run_02,408202,0,294.9575874440208,16.980566454925782,106.93438470061082,418.8725385995574
run_02,408206,0,339.11424867811104,21.094273124854556,35.584286821619465,395.79280862458506
run_02,410033,6.336359850342787,399.08180954268715,7.9938601645178355,9.865910310928555,423.2779398684763
run_02,410047,0,385.9105292984008,9.096974970539694,4.951910110287344,399.95941437922784
run_02,410061,0,460.2629588713136,17.895978173999445,33.58266977091027,511.7416068162233
run_02,410088,31.604485318670505,517.7410250826204,38.71934866015372,39.265531016500006,627.3303900779447
run_02,410156,0,193.91720440839202,14.43964264863645,8.730509909967418,217.08735696699588
run_02,410705,0,221.1529148981309,11.046083908859615,102.91681907808338,335.1158178850739
run_02,410730,25.545252327592173,414.2517667602703,45.1700940522222,40.1842327901711,525.1513459302557
run_02,410731,0.006645653864880101,404.1268412511049,13.234597127134004,3.1358293634118186,420.5039133955156
run_02,410734,4.889363951683675,307.61230340948725,17.935508918603084,165.7906139850609,496.2277902648349
