run,station_id,Snow,SM,SUZ,SLZ,S
run_01,401203,0,362.99356801510004,46.986483609759546,6.976320688922293,416.95637231378186
run_01,401208,0,440.39810016929283,36.29380525968709,131.01017390186374,607.7020793308436
run_01,401210,0,428.69629101256584,80.91561896147113,113.19282573125528,622.8047357052923
run_01,401212,0,284.0077914379588,106.4567028803381,11.856228200567589,402.32072251886456
run_01,401216,43.42265496067978,443.63048833210377,137.8741175839983,114.16210782002916,739.089368696811
run_01,401217,0,447.60851245949146,42.346125915708406,50.574146689324145,540.528785064524
run_01,401220,0,455.5790765291741,30.647494592376162,3.7459406668621607,489.9725117884124
run_01,402204,0,450.581366245148,60.80207399552702,30.35221027451528,541.7356505151903
run_01,402206,0,490.01519589855127,104.41310536629146,75.06127628133345,669.4895775461762
run_01,403214,0,496.7178759540663,54.71182898205129,98.48889802211221,649.9186029582297
run_01,403217,0,461.5078457631112,55.36981463999888,21.15546200767083,538.033122410781
run_01,403221,0,349.43306567150745,18.303540702690178,34.53777000170531,402.27437637590293
run_01,403226,0,493.2848166348837,53.944597966940535,41.93355911872432,589.1629737205486
run_01,403232,0,477.6549408547991,71.11591557730222,916.4433139583444,1465.2141703904458
run_01,404207,0,492.07919332505065,27.13840562501852,2.341283362521588e-5,519.2176223629027
run_01,405205,0,370.28011763372484,133.887960879321,75.99032407974563,580.1584025927915
run_01,405209,0,462.51286711711487,76.943363236451,93.6512680694882,633.107498423054
run_01,405212,0,404.07571897558495,9.272485018266224,10.512671893936425,423.8608758877876
run_01,405214,0,379.35884523030023,25.160928433495556,81.56385412442039,486.0836277882162
run_01,405215,0,336.879993650594,32.50232885554895,45.079332651898476,414.4616551580414
run_01,405217,0,404.01921713246224,34.94491560586604,47.12565092479338,486.0897836631217
run_01,405219,0,393.14231324620636,41.28992281302858,63.720165606321686,498.1524016655566
run_01,405226,0,208.59605461080798,9.279683109710717,4.0506203923273363e-4,217.87614278255793
run_01,405227,0,397.52513339378635,53.06976135761337,100.54965778945666,551.1445525408564
run_01,405228,0,314.86580942377554,16.15476068943986,130.74886907220483,461.7694391854202
run_01,405229,0,324.9470916590336,7.974940090872018,1.4490319491599753e-5,332.9220462402251
run_01,405230,0,292.9458568167507,8.659388216503112,2.0208613375585875e-10,301.60524503345584
run_01,405231,0,492.7791207796078,46.39606500667994,92.1718968474229,631.3470826337107
run_01,405238,0,402.74105979474666,19.79206955026683,3.7371162541316596,426.27024559914514
run_01,405240,0,285.03848026343985,10.487823399451102,9.538138215730397,305.0644418786213
run_01,405241,0,45.37849433042753,313.4544786447064,0.3704765438456622,359.2034495189796
run_01,405245,0,304.2313785159227,11.828472386415243,44.752027513328564,360.8118784156665
