station_id,clay_000_005_mean,clay_000_005_stdev,clay_000_005_min,clay_000_005_max
"410730",18.3084697723389,3.49129009246826,10.3326635360718,34.0104827880859
"410731",14.6463394165039,2.66368818283081,7.37072849273682,28.4997901916504
"410734",13.6119031906128,2.08775043487549,6.16852951049805,35.5967254638672
"410705",14.4360675811768,2.44460368156433,7.46968555450439,32.8023796081543
"410761",15.501636505127,4.07213306427002,5.22879457473755,38.9344444274902
"401009",17.1009521484375,4.16339874267578,7.90758514404297,33.3263130187988
"401012",20.0811653137207,6.12073230743408,6.13124132156372,39.1083564758301
"401013",15.6469535827637,1.86539447307587,8.75161361694336,26.3170356750488
"401015",17.6591148376465,2.31801867485046,8.49612617492676,37.3925437927246
"401016",14.9873733520508,1.97259867191315,9.53846073150635,24.5255966186523
"401017",20.0087623596191,1.74057042598724,13.5647144317627,31.9077968597412
"410024",19.3921680450439,2.75094866752625,9.5347843170166,36.4447441101074
"410026",14.0826625823975,2.21474504470825,6.59333324432373,33.8517112731934
"410033",18.0412216186523,4.48022556304932,6.66655540466309,38.9344444274902
"410038",19.5979862213135,2.61332154273987,10.2618913650513,37.4386138916016
"410044",20.152946472168,4.24217081069946,8.15804767608643,45.0990982055664
"410047",16.6411476135254,2.42647504806519,8.85182285308838,37.1085433959961
"410057",19.129846572876,2.65880584716797,10.0957899093628,32.2845497131348
"410061",20.5177688598633,2.71166038513184,10.6054592132568,33.1842346191406
"410062",14.2291822433472,2.58025622367859,7.19618034362793,33.2168045043945
"410088",20.0912189483643,2.76275038719177,11.1720333099365,33.2889404296875
"410091",18.3179931640625,3.49930453300476,7.90225601196289,42.093994140625
"410141",13.0613975524902,2.1960973739624,6.80664491653442,27.7062816619873
"410156",15.446798324585,2.06462144851685,9.48360252380371,28.560583114624
"411003",15.3820266723633,2.48850464820862,9.40070152282715,26.0859184265137
"412028",15.2870445251465,2.44399428367615,6.55430269241333,31.1107120513916
"412029",17.294584274292,3.37434148788452,7.85592031478882,35.1174087524414
"412050",16.8387718200684,2.12227773666382,8.27623462677002,31.9474010467529
"412066",15.0803527832031,2.48878955841064,6.55430269241333,31.1107120513916
"416003",16.1145057678223,2.24957180023193,9.26215362548828,28.2887706756592
"416020",36.7180366516113,8.16751384735107,10.7381525039673,53.1805572509766
"416023",17.1478424072266,2.78140783309937,8.30827522277832,31.139253616333
"416032",16.9647617340088,2.74563217163086,8.23726081848145,40.6871681213379
"418005",18.4796600341797,3.50637936592102,11.1896953582764,39.2861251831055
"418014",18.0717506408691,3.11195254325867,9.31482124328613,33.6036186218262
"418015",24.4964218139648,5.55317401885986,11.6211986541748,53.1834716796875
"418017",27.1275978088379,6.76896858215332,10.3157987594604,51.8920288085938
"418021",18.5265369415283,4.11040115356445,9.31950759887695,32.7873802185059
"418025",24.7145309448242,3.15664410591125,15.835373878479,45.2879638671875
"418027",23.9857711791992,5.40199947357178,13.9530839920044,47.8866233825684
"418032",25.2655811309814,6.74622440338135,10.5074005126953,58.0917205810547
"419005",18.3591938018799,4.15047025680542,8.82331848144531,41.7113723754883
"419010",21.5339965820312,2.93818283081055,10.1914901733398,32.6372833251953
"419016",19.3256912231445,2.17930459976196,9.61162567138672,38.4321479797363
"419029",19.8551025390625,3.14526200294495,9.46706771850586,40.605842590332
"419035",22.463737487793,2.63912510871887,13.5134706497192,44.410083770752
"419054",19.2899875640869,1.88092911243439,11.6227025985718,36.4110450744629
"420003",25.4669570922852,6.24267339706421,14.2815418243408,47.0652656555176
"420017",24.5149669647217,5.36752510070801,12.2635488510132,51.5693626403809
"421018",21.8885173797607,4.48096656799316,9.89979457855225,43.8961448669434
"421026",16.3267250061035,2.50658512115479,7.09020376205444,38.2983093261719
"421042",24.365047454834,7.68893766403198,8.70261287689209,54.0308990478516
"421048",20.4080924987793,4.42783355712891,10.9529886245728,38.2769355773926
"421050",20.4268245697021,4.29983377456665,10.0117597579956,39.2817878723145
"421055",21.1351985931396,4.53226137161255,8.00405693054199,42.7072944641113
422202B,25.9641952514648,4.937180519104,8.34213447570801,58.9450531005859
422306A,22.9708003997803,2.9523708820343,14.1316871643066,36.1891098022461
422319B,30.6668472290039,8.7993335723877,13.0018529891968,52.8158302307129
422321B,23.2601680755615,2.4118344783783,14.7180986404419,34.8012084960938
422334A,38.0863761901855,9.07551002502441,14.2451333999634,55.4846878051758
422338A,20.7898731231689,3.10394263267517,9.98408985137939,42.2735824584961
422394A,20.8481826782227,4.82951593399048,9.05588245391846,45.9986114501953
A4260533,16.8781566619873,1.61036968231201,4.74421072006226,37.4819526672363
"401203",20.9486770629883,6.89467191696167,5.96405935287476,40.9397239685059
"401208",17.8447246551514,2.60008382797241,8.81107807159424,28.9469394683838
"401210",21.9677963256836,3.64012432098389,11.1420297622681,36.2275123596191
"401212",21.6144065856934,5.10677433013916,8.3305025100708,38.5183296203613
"401216",25.6448211669922,5.6111798286438,11.8766584396362,39.0161285400391
"401217",20.135950088501,5.12872076034546,8.1633472442627,37.333854675293
"401220",18.0036907196045,2.86446952819824,9.51233196258545,31.9652271270752
"402204",18.1572189331055,2.09048342704773,10.614818572998,30.4456558227539
"402206",22.3239974975586,2.31726336479187,13.7725238800049,30.5084114074707
"402217",17.5693778991699,2.05532479286194,12.0222902297974,27.525260925293
"403214",20.7321701049805,2.92885994911194,12.6336612701416,30.5666885375977
"403217",23.7259502410889,2.73004269599915,14.6791763305664,35.7286720275879
"403221",16.6182765960693,2.2411527633667,9.43184185028076,29.8226375579834
"403226",20.4667568206787,2.56354713439941,12.2993392944336,30.6236000061035
"403232",23.6422672271729,2.18192505836487,14.8712530136108,31.5984668731689
"404207",19.387170791626,3.46693873405457,8.99704837799072,37.0414733886719
"405205",29.2911853790283,4.67557239532471,13.1419725418091,40.4993438720703
"405209",28.0430145263672,5.5732593536377,10.8126401901245,44.2719612121582
"405212",17.240421295166,4.25179386138916,7.74558210372925,43.8497886657715
"405214",21.8847541809082,3.62899971008301,11.6091623306274,35.395923614502
"405215",23.116626739502,4.00212717056274,11.9994192123413,39.8204689025879
"405217",22.4700012207031,4.45965051651001,11.9297189712524,40.1545181274414
"405219",25.0204238891602,3.44011616706848,11.2837944030762,39.5170249938965
"405226",18.7434749603271,3.67069864273071,8.23783683776855,40.9951057434082
"405227",27.2613162994385,4.21089839935303,11.502516746521,41.1461181640625
"405228",14.6376094818115,2.56832718849182,7.49982833862305,31.8732376098633
"405229",19.1415786743164,3.13471221923828,12.5264806747437,36.6444206237793
"405230",19.0774555206299,3.42992496490479,10.8235378265381,37.1608772277832
"405231",20.489595413208,4.70472574234009,8.70101451873779,38.987377166748
"405238",13.553674697876,1.89094424247742,8.53983402252197,27.1528949737549
"405240",18.0785598754883,5.33319234848022,8.01630115509033,45.0579109191895
"405241",29.159610748291,5.93166303634644,7.69601440429688,39.8068389892578
"405245",21.0980052947998,1.80002796649933,12.4483079910278,30.0190353393555
"405248",16.2185554504395,2.02394890785217,8.32048225402832,37.002872467041
"405251",17.2244777679443,2.09003615379333,10.480152130127,24.8986740112305
"405263",26.6069011688232,2.42459344863892,15.3736791610718,34.3809700012207
"405264",29.3472213745117,3.23850226402283,18.8024063110352,41.1461181640625
"405274",16.9554843902588,2.03557252883911,10.1184844970703,32.8950653076172
"406214",16.5890884399414,2.5883514881134,8.64941501617432,33.9367561340332
"406224",21.6402435302734,2.56820750236511,12.5739402770996,36.6426315307617
"406226",15.2673444747925,2.14049243927002,7.38036823272705,33.5344314575195
"406235",16.4240818023682,4.45794153213501,7.64492702484131,44.6365661621094
"406250",21.9708385467529,3.02194023132324,14.7076320648193,35.0712394714355
"407214",18.2669429779053,3.0877890586853,8.69305038452148,42.2079277038574
"407253",20.943208694458,3.29297971725464,10.3751153945923,42.3850364685059
"408202",15.2397050857544,2.20993638038635,7.41661643981934,29.80153465271
"408206",16.4954795837402,3.05265474319458,6.40371179580688,34.9829216003418
"415220",21.9320163726807,7.05472469329834,7.11565828323364,47.0150604248047
"415226",24.7498874664307,6.83519172668457,11.0221319198608,42.7784233093262
"415237",16.8845233917236,2.28524136543274,8.11470413208008,32.4330711364746
"415238",15.2163686752319,2.75481367111206,7.17762613296509,32.0818672180176
"415245",15.2291746139526,2.86989641189575,6.74437046051025,30.2121238708496
